Date Published,News Outlet,Title
2023-11-16T17:27:05Z,Vice News,Russia Televises New Nuclear-Capable Hypersonic Missile Being Loaded Into Silo
2023-11-17T18:01:15Z,Vice News,Protesters Are Targeting Defense Contractors That Bragged About Profits from Gaza
2023-11-17T15:41:39Z,Vice News,"A Century-Old, Debunked Theory Is Fueling the TikTok Moral Panic"
2023-11-20T15:35:27Z,Vice News,Commercial Flights Are Experiencing 'Unthinkable' GPS Attacks and Nobody Knows What to Do
2023-11-21T21:33:35Z,Vice News,"Ex Obama Adviser Says Killing 4,000 Palestinian Children ‘Wasn’t Enough’"
2023-11-20T15:35:27Z,Vice News,Commercial Flights Are Experiencing 'Unthinkable' GPS Attacks and Nobody Knows What to Do
2023-11-22T14:00:59Z,Vice News,The Israelis and Palestinians Doing Ayahuasca Together
2023-11-22T14:54:10Z,Vice News,"Israel Agrees to Four-Day Ceasefire For Release of 50 Hostages, Mostly Children"
2023-11-22T14:36:27Z,Vice News,Gazans Are Trying to Stay Online Under Siege. New Tech Is Struggling to Help.
2023-11-22T22:05:48Z,Vice News,Ex White House Adviser's Viral Islamophobic Rants Under Investigation by Hate Crimes Unit
2023-11-21T21:33:35Z,Vice News,"Ex Obama Adviser Says Killing 4,000 Palestinian Children ‘Wasn’t Enough’"
2023-11-22T14:00:59Z,Vice News,The Israelis and Palestinians Doing Ayahuasca Together
2023-11-22T14:54:10Z,Vice News,"Israel Agrees to Four-Day Ceasefire For Release of 50 Hostages, Mostly Children"
2023-11-22T14:36:27Z,Vice News,Gazans Are Trying to Stay Online Under Siege. New Tech Is Struggling to Help.
2023-11-23T13:00:00Z,Vice News,Ex-White House Adviser Charged With Hate Crime After Islamophobic Rants
2023-11-23T17:09:54Z,Vice News,The Right-Wing Ran Absolutely Wild on the US-Canada Border Car Crash
2023-11-22T22:05:48Z,Vice News,Ex White House Adviser's Viral Islamophobic Rants Under Investigation by Hate Crimes Unit
2023-11-23T13:00:00Z,Vice News,Ex-White House Adviser Charged With Hate Crime After Islamophobic Rants
2023-11-23T17:09:54Z,Vice News,The Right-Wing Ran Absolutely Wild on the US-Canada Border Car Crash
2023-11-27T16:18:05Z,Vice News,Everything We Know About the Man Accused of Shooting 3 Palestinian Students in Vermont
2023-11-27T16:18:05Z,Vice News,Everything We Know About the Man Accused of Shooting 3 Palestinian Students in Vermont
2023-11-28T16:56:48Z,Vice News,Elon Musk Endorses Conspiracy With Meme Saying ‘Pizzagate Is Real’
2023-11-28T10:00:00Z,Vice News,Tech 'Unicorn' That Raised Millions for 'Reinventing' Walls Is Shutting Down
2023-11-29T13:22:41Z,Vice News,Somali Pirates Tried to Hijack an Israeli-Owned Ship. Security Officials Are Perplexed.
2023-11-29T16:34:08Z,Vice News,"The Palestinian Internet of the 90s Is Being Preserved, One GIF at a Time"
2023-11-28T16:56:48Z,Vice News,Elon Musk Endorses Conspiracy With Meme Saying ‘Pizzagate Is Real’
2023-11-28T10:00:00Z,Vice News,Tech 'Unicorn' That Raised Millions for 'Reinventing' Walls Is Shutting Down
2023-11-29T13:22:41Z,Vice News,Somali Pirates Tried to Hijack an Israeli-Owned Ship. Security Officials Are Perplexed.
2023-11-29T16:34:08Z,Vice News,"The Palestinian Internet of the 90s Is Being Preserved, One GIF at a Time"
2023-11-30T13:26:29Z,Vice News,"Elon Musk Had a Normal Live Interview. Hahaha Just Kidding, He Told Advertisers to ‘Go Fuck’ Themselves."
2023-11-30T13:26:29Z,Vice News,"Elon Musk Had a Normal Live Interview. Hahaha Just Kidding, He Told Advertisers to ‘Go Fuck’ Themselves."
